,age,c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
1947,30,1,0,1,0,1,0.0,2,0,0
1948,46,1,1,0,0,9,0.0,5,0,0
1949,26,1,0,1,0,2,0.0,7,0,0
1950,33,0,0,1,0,0,0.0,5,1,1
1951,40,1,0,1,0,1,-1.0,1,0,0
1952,34,0,1,1,0,0,-1.0,4,0,0
1953,22,0,1,2,0,1,-1.0,2,1,1
1954,28,1,1,1,0,3,-1.0,5,0,0
1955,31,1,0,1,0,4,-1.0,3,1,1
1956,59,1,1,0,0,3,0.0,1,1,1
1957,37,0,0,1,0,0,-1.0,2,0,0
1958,50,0,0,0,0,0,-1.0,1,0,0
1960,57,0,0,0,0,8,-1.0,5,1,1
1961,31,1,0,1,0,5,-1.0,5,1,0
1963,44,0,0,1,0,9,-28.0,8,0,0
1964,48,0,0,0,0,5,-1.0,9,1,1
1965,25,0,1,1,1,0,-1.0,4,0,0
1966,51,1,0,0,0,5,-1.0,3,0,0
1967,50,0,1,0,0,0,-1.0,1,1,1
1968,57,0,1,0,0,2,-11.0,1,0,0
1969,55,1,1,0,0,0,-1.0,1,0,0
1970,59,0,0,0,0,4,-2.0,3,1,1
1971,42,0,0,1,1,0,0.0,1,0,0
1972,20,0,1,2,0,2,-21.0,8,1,1
1974,21,0,0,2,0,0,-1.0,4,0,0
1975,32,0,0,1,0,21,-1.0,9,1,1
1976,24,1,1,2,1,0,0.0,4,0,0
1977,42,0,0,1,0,1,0.0,4,0,0
1978,29,0,0,1,0,8,-1.0,8,1,1
1979,21,0,0,2,0,1,-1.0,6,0,0
1982,58,1,1,0,0,0,0.0,1,0,0
1983,22,0,0,2,0,1,0.0,7,1,1
1984,46,1,1,0,0,1,-1.0,1,1,1
1985,50,1,1,0,0,0,0.0,2,1,1
1986,46,0,0,0,0,2,-1.0,9,0,0
1987,44,0,0,1,1,11,-1.0,8,1,1
1988,35,1,0,1,0,4,-1.0,5,0,0
1989,30,0,0,1,0,14,-1.0,9,1,1
1990,42,0,0,1,0,2,-1.0,5,0,0
1991,46,0,0,0,0,5,-1.0,1,1,1
1992,42,0,0,1,0,0,0.0,10,1,1
1994,29,0,1,1,0,7,-1.0,10,1,1
1995,32,0,0,1,0,8,-1.0,4,0,0
1996,31,0,0,1,0,5,-1.0,6,1,0
1997,33,1,0,1,1,1,-1.0,1,0,0
1998,25,0,1,1,0,4,-1.0,4,0,0
1999,33,1,0,1,1,0,-1.0,1,0,0
2000,21,0,1,2,0,1,-1.0,5,0,0
2002,35,0,1,1,0,1,-1.0,1,1,1
2003,56,0,0,0,0,1,-22.0,1,0,0
2004,38,1,1,1,0,0,-1.0,3,1,1
2005,40,1,0,1,1,4,-1.0,1,0,0
2007,28,0,0,1,0,4,-1.0,4,0,0
2008,51,1,0,0,0,0,-1.0,1,0,0
2009,35,1,0,1,0,2,-1.0,2,0,0
2010,61,0,0,0,0,5,-13.0,2,0,0
2011,25,0,0,1,0,0,0.0,3,0,0
2012,25,0,0,1,0,4,-1.0,7,1,1
2013,26,1,0,1,0,0,0.0,5,1,0
2014,42,1,1,1,0,1,-1.0,1,0,0
2015,25,0,0,1,1,1,-10.0,4,0,0
2016,26,1,0,1,0,13,-1.0,10,1,1
2017,31,0,0,1,0,9,-1.0,7,0,0
2018,35,0,1,1,0,1,-1.0,2,0,0
2020,34,0,1,1,0,0,-1.0,1,0,0
2022,33,1,1,1,1,1,-1.0,2,0,0
2023,30,0,0,1,0,3,-1.0,2,1,0
2024,50,1,0,0,1,7,-1.0,4,0,0
2025,21,0,0,2,0,0,-1.0,5,0,0
2026,31,0,1,1,0,16,0.0,10,1,1
2027,31,0,0,1,0,2,-1.0,7,1,1
2028,23,1,0,2,1,0,-1.0,4,0,0
2029,25,0,0,1,0,1,0.0,6,0,0
2030,24,0,1,2,1,1,-1.0,5,0,0
2031,31,1,0,1,0,13,-1.0,10,1,1
2032,60,0,0,0,0,0,-1.0,1,1,0
2033,30,0,0,1,0,2,-1.0,2,0,0
2034,32,1,0,1,1,0,-1.0,1,0,0
2035,46,1,1,0,0,0,0.0,1,0,0
2036,21,1,1,2,0,0,-1.0,4,1,1
2038,35,0,0,1,0,0,-1.0,8,1,0
2039,34,0,1,1,0,2,-1.0,3,1,1
2040,41,0,0,1,0,2,-1.0,8,1,1
2042,23,0,0,2,0,1,-1.0,10,1,1
2043,23,0,0,2,0,3,-1.0,6,1,1
2044,28,1,0,1,0,2,0.0,4,1,0
2045,21,0,1,2,0,0,0.0,4,1,1
2046,46,1,1,0,0,2,-1.0,4,1,0
2047,56,0,0,0,0,1,-1.0,2,0,0
2049,40,0,1,1,0,8,-1.0,5,1,1
2050,30,0,1,1,0,5,-1.0,3,1,1
2051,24,1,0,2,0,1,-1.0,4,1,1
2053,33,1,1,1,1,0,-1.0,1,0,0
2054,48,1,1,0,0,2,-1.0,8,1,0
2055,33,0,0,1,0,11,-1.0,6,1,1
2056,25,0,1,1,0,0,-1.0,7,0,0
2059,30,0,0,1,0,7,-1.0,5,1,1
2060,37,0,1,1,0,0,-1.0,3,1,1
2061,43,0,1,1,1,7,-21.0,8,0,0
2062,32,0,1,1,0,0,0.0,3,0,0
2063,33,0,0,1,0,3,-1.0,7,0,0
2064,39,0,0,1,0,4,-30.0,2,1,1
2065,49,0,1,0,0,4,-11.0,1,0,0
2066,24,0,1,2,0,0,-1.0,4,0,0
2067,26,0,0,1,0,1,0.0,9,0,0
2068,42,0,1,1,0,0,-1.0,2,0,0
2069,22,0,0,2,0,1,-1.0,6,1,1
2070,36,0,1,1,0,0,0.0,1,0,0
2071,29,1,1,1,0,7,-1.0,7,1,1
2072,39,1,1,1,0,0,0.0,3,0,0
2073,27,0,0,1,0,13,0.0,6,1,1
2074,38,0,1,1,0,2,-1.0,5,1,1
2075,20,0,1,2,0,0,-1.0,2,1,1
2076,25,0,0,1,0,4,-1.0,10,1,1
2077,53,1,1,0,0,0,-1.0,1,0,0
2078,27,1,0,1,1,0,-1.0,8,1,1
2079,21,0,0,2,0,0,-1.0,5,1,1
2080,50,1,1,0,0,1,-1.0,1,1,1
2081,41,0,0,1,0,4,-1.0,5,0,0
2083,22,0,1,2,0,5,-2.0,8,1,1
2084,22,0,1,2,0,0,-1.0,7,1,1
2085,25,0,0,1,0,2,-1.0,5,0,0
2086,42,0,0,1,0,1,-1.0,4,1,1
2088,51,0,0,0,0,2,-1.0,1,0,0
2090,24,0,0,2,0,0,0.0,3,0,0
2091,37,0,0,1,0,4,0.0,4,0,0
2092,37,1,1,1,0,0,-3.0,1,0,0
2093,27,1,0,1,1,0,-1.0,2,0,0
2094,21,0,0,2,0,0,-1.0,6,0,0
2095,35,0,0,1,0,1,0.0,1,1,1
2096,24,0,1,2,1,0,-1.0,8,0,0
2098,49,1,1,0,0,2,-1.0,1,0,0
2099,38,0,0,1,0,9,-5.0,6,0,0
2100,61,1,0,0,0,0,-1.0,1,0,0
2101,30,1,0,1,1,0,0.0,2,0,0
2102,22,0,0,2,0,3,-1.0,6,1,0
2103,25,0,0,1,0,0,-1.0,7,1,1
2104,30,1,1,1,1,3,-1.0,3,1,1
2105,52,1,1,0,0,0,-1.0,1,0,0
2106,26,0,1,1,0,0,-1.0,2,0,0
2107,26,1,0,1,0,0,-1.0,4,0,0
2109,45,0,1,0,0,9,-1.0,9,1,1
2110,20,0,0,2,0,0,-1.0,9,1,1
2111,29,0,0,1,0,4,-1.0,8,1,0
2112,43,0,1,1,0,1,-1.0,6,1,1
2113,26,0,1,1,0,2,-1.0,5,0,0
2114,46,0,0,0,1,4,-1.0,4,0,0
2115,46,0,0,0,1,0,-1.0,1,0,0
2117,29,0,0,1,0,12,-1.0,10,1,1
2118,41,1,1,1,0,0,0.0,1,0,0
2120,25,0,0,1,1,5,-1.0,7,0,0
2121,23,0,0,2,0,2,-1.0,7,0,0
2123,30,1,1,1,0,0,-1.0,3,0,0
2124,34,0,1,1,0,1,-1.0,6,0,0
2125,70,0,1,0,0,11,-13.0,1,1,1
2126,52,0,1,0,0,2,-1.0,1,0,0
2127,51,1,0,0,0,4,-26.0,2,1,0
2128,45,0,0,0,1,15,-1.0,10,1,1
2129,55,0,0,0,0,21,0.0,6,1,1
2130,49,0,1,0,1,1,-1.0,1,0,0
2132,47,0,1,0,1,0,0.0,1,0,0
2133,27,1,0,1,0,0,0.0,2,0,0
2134,25,1,1,1,0,5,-3.0,7,1,1
2135,21,0,0,2,0,1,0.0,10,1,1
2136,37,0,0,1,0,26,-1.0,10,1,1
2137,21,0,0,2,0,1,-1.0,9,1,1
2138,21,0,0,2,0,0,-2.0,6,0,0
2139,25,0,0,1,0,4,0.0,10,1,1
2140,27,0,0,1,1,3,-1.0,5,1,1
2141,30,0,1,1,0,3,-1.0,4,1,1
2142,70,1,1,0,0,0,-1.0,1,0,0
2143,37,0,1,1,0,11,-1.0,9,1,1
2144,46,0,0,0,0,5,0.0,5,1,1
2145,40,1,0,1,0,4,-1.0,1,1,1
2147,43,0,0,1,0,18,-1.0,4,1,1
2148,38,0,0,1,0,15,0.0,6,0,0
2149,29,0,0,1,0,0,0.0,4,0,0
2150,37,1,0,1,0,8,0.0,2,1,1
2151,38,0,1,1,0,3,-21.0,4,0,0
2152,27,0,1,1,1,0,-4.0,3,0,0
2153,20,1,0,2,1,0,0.0,5,1,1
2154,44,1,1,1,0,0,0.0,1,0,0
2155,31,1,1,1,0,6,-1.0,5,0,0
2156,29,0,0,1,0,3,-1.0,2,1,1
2158,30,1,0,1,1,0,-1.0,2,0,0
2159,25,0,1,1,1,2,-25.0,5,1,1
2160,40,0,0,1,0,3,-1.0,2,0,0
2162,33,1,1,1,0,1,0.0,3,0,0
2163,26,0,1,1,0,5,-1.0,5,1,1
2164,31,1,1,1,0,1,0.0,3,0,0
2165,61,1,1,0,0,1,-1.0,1,0,0
2166,30,0,1,1,0,2,-1.0,4,0,0
2167,62,1,1,0,0,0,-1.0,1,0,0
2168,27,1,1,1,1,4,8.0,8,1,1
2169,48,0,1,0,0,9,-1.0,6,0,0
2170,40,0,1,1,1,0,-1.0,2,0,0
2171,24,0,1,2,0,0,-1.0,4,0,0
2172,22,0,0,2,0,0,-1.0,4,1,1
2173,30,1,0,1,0,4,-1.0,8,1,1
2174,63,1,1,0,0,0,0.0,1,0,0
2176,33,0,0,1,0,4,-1.0,10,0,0
2178,43,1,1,1,0,0,-5.0,4,1,1
2179,26,0,0,1,0,3,0.0,10,1,1
2180,51,0,0,0,0,1,-17.0,1,0,0
2181,39,0,1,1,0,3,-1.0,1,1,1
2182,30,1,1,1,1,0,-1.0,3,1,1
2183,32,0,0,1,0,14,-1.0,8,1,1
2184,22,1,0,2,0,0,-2.0,6,0,0
2185,59,0,1,0,0,0,-1.0,1,0,0
2186,38,1,0,1,0,37,-1.0,7,1,1
2187,23,0,0,2,0,2,0.0,6,0,0
2188,42,1,0,1,0,0,0.0,1,1,1
2190,38,0,0,1,0,2,0.0,7,1,1
2191,34,0,1,1,1,2,-1.0,3,0,0
2192,36,0,0,1,1,7,-1.0,3,1,1
2194,36,1,0,1,0,0,-1.0,3,1,1
2195,31,0,0,1,0,1,-14.0,1,0,0
2196,28,0,0,1,1,3,-1.0,4,1,1
2197,28,0,0,1,0,1,0.0,2,1,1
2199,43,0,0,1,0,0,-1.0,4,0,0
2200,40,0,0,1,0,1,-1.0,1,0,0
2201,31,0,0,1,0,15,-1.0,9,1,1
2202,54,0,0,0,0,6,-1.0,7,1,1
2204,24,0,0,2,0,17,-1.0,9,1,1
2205,41,0,1,1,0,0,-3.0,1,1,1
2206,21,0,0,2,0,1,-1.0,9,1,1
2207,29,0,1,1,1,1,-1.0,2,1,1
2208,22,0,0,2,0,0,-1.0,3,0,0
2209,52,0,1,0,0,9,-1.0,7,1,1
2210,40,0,0,1,1,0,-1.0,1,0,0
2213,45,0,0,0,1,1,-1.0,4,0,0
2214,29,1,0,1,0,1,0.0,2,1,1
2215,46,0,0,0,0,10,-1.0,5,1,1
2216,21,0,1,2,0,1,-1.0,8,0,0
2218,35,0,1,1,0,6,-10.0,5,1,1
2219,52,1,0,0,0,1,1.0,1,1,1
2220,48,1,1,0,0,0,0.0,1,0,0
2221,29,1,0,1,1,9,-1.0,8,1,1
2222,48,1,1,0,0,0,-1.0,1,0,0
2223,31,0,0,1,0,10,-8.0,6,1,1
2224,21,0,1,2,0,3,-1.0,8,1,1
2225,32,0,0,1,0,0,0.0,1,1,1
2226,47,1,0,0,0,0,-1.0,5,0,0
2228,21,0,0,2,0,3,-1.0,10,1,1
2229,35,0,0,1,0,13,-1.0,10,0,0
2230,46,1,0,0,0,3,-22.0,1,1,1
2231,34,0,0,1,0,5,-1.0,4,1,1
2232,52,0,0,0,0,2,-5.0,1,0,0
2234,21,1,1,2,0,0,-1.0,8,1,1
2235,53,1,1,0,0,1,-2.0,1,0,0
2236,19,0,1,2,1,0,-1.0,3,1,1
2237,22,1,0,2,0,0,-1.0,6,0,0
2238,45,0,0,0,0,1,-1.0,3,0,0
2239,27,0,1,1,1,0,-1.0,2,0,0
2240,25,1,1,1,0,0,-1.0,2,0,0
2241,30,0,1,1,0,0,0.0,4,1,1
2242,31,0,0,1,0,2,0.0,5,1,1
2243,28,0,1,1,0,3,-1.0,3,0,0
2244,36,1,0,1,0,3,-1.0,2,1,1
2245,27,0,0,1,0,7,-1.0,5,1,1
2246,42,0,0,1,0,1,0.0,2,0,0
2247,35,0,1,1,0,0,0.0,5,1,1
2248,33,0,1,1,1,2,-29.0,2,0,0
2249,24,0,1,2,0,6,-1.0,10,1,1
2250,25,0,0,1,0,21,-14.0,10,1,1
2251,42,1,1,1,1,0,-1.0,1,0,0
2252,21,0,0,2,0,0,-1.0,6,1,1
2253,28,1,0,1,1,0,0.0,2,0,0
2254,27,0,0,1,0,25,18.0,10,1,1
2255,21,0,1,2,1,0,-1.0,6,0,0
2256,26,1,1,1,0,0,0.0,6,1,1
2257,36,0,1,1,0,0,-1.0,1,0,0
2259,49,0,1,0,0,0,-1.0,7,1,1
2261,44,0,1,1,0,0,-1.0,2,1,1
2262,28,1,1,1,0,1,-25.0,3,0,0
2264,35,0,0,1,1,12,-2.0,7,1,1
2267,34,0,0,1,0,3,-1.0,1,0,0
2268,45,0,0,0,0,15,-1.0,3,1,1
2269,28,0,0,1,0,9,-1.0,3,1,1
2270,25,0,0,1,1,1,-1.0,3,0,0
2271,21,1,0,2,0,1,0.0,8,1,0
2272,48,0,0,0,0,1,-1.0,1,0,0
2273,37,1,1,1,0,1,-1.0,2,0,0
2274,24,0,0,2,0,3,-3.0,6,1,1
2275,37,1,1,1,0,1,-1.0,1,1,1
2276,39,0,1,1,0,1,-3.0,3,0,0
2277,24,0,1,2,0,1,-1.0,5,1,1
2278,49,0,0,0,0,2,-1.0,1,0,0
2280,23,0,0,2,0,1,-1.0,2,1,1
2282,43,0,1,1,0,5,-1.0,5,0,0
2283,28,1,0,1,0,6,-1.0,8,1,1
2285,53,1,0,0,0,1,-1.0,2,0,0
2286,27,1,0,1,1,2,-14.0,4,1,1
2287,39,1,1,1,0,0,-1.0,1,0,0
2288,47,0,0,0,0,22,-1.0,7,1,1
2289,28,0,0,1,0,4,-1.0,2,1,1
2291,36,0,1,1,0,2,-4.0,1,0,0
2292,24,0,0,2,1,1,-1.0,9,0,0
2293,35,1,1,1,0,0,-1.0,2,0,0
2294,23,0,0,2,0,3,0.0,7,0,0
2295,26,0,0,1,0,2,-1.0,2,0,0
2296,31,0,0,1,0,7,-1.0,4,1,1
2297,30,0,0,1,1,14,0.0,10,1,1
2298,25,1,1,1,0,2,0.0,6,0,0
2299,24,0,0,2,0,6,0.0,10,1,1
2300,34,0,1,1,0,1,-1.0,1,1,1
2301,26,1,0,1,0,2,-29.0,4,0,0
2303,60,0,1,0,0,0,-1.0,1,0,0
2304,20,0,0,2,1,0,-1.0,5,0,0
2306,23,0,1,2,0,0,0.0,3,0,0
2307,26,0,0,1,0,5,-1.0,7,1,1
2308,40,1,1,1,0,4,0.0,1,0,0
2309,28,0,0,1,0,1,-1.0,3,1,1
2310,49,0,1,0,0,1,-1.0,1,1,1
2312,19,0,0,2,0,1,0.0,10,1,1
2313,53,0,1,0,0,1,-12.0,1,0,0
2315,24,0,0,2,1,0,-1.0,3,0,0
2316,31,0,1,1,0,0,-5.0,1,0,0
2317,33,0,1,1,1,2,-1.0,3,0,0
2318,26,0,1,1,0,8,-1.0,10,1,1
2320,32,0,1,1,0,2,-1.0,2,0,0
2321,25,0,1,1,0,0,0.0,2,1,1
2322,21,0,0,2,0,1,-1.0,2,0,0
2323,38,0,0,1,0,3,0.0,5,0,0
2324,23,0,1,2,0,0,-4.0,2,1,0
2326,20,0,1,2,0,0,-1.0,6,1,1
2327,39,0,1,1,1,4,-2.0,1,1,1
2328,24,0,0,2,0,1,-1.0,2,1,1
2329,23,0,1,2,0,0,0.0,2,0,0
2330,49,0,0,0,0,3,-1.0,4,0,0
2331,31,0,0,1,0,7,-1.0,7,1,1
2332,20,0,0,2,0,1,-26.0,6,1,1
2333,28,1,1,1,0,0,0.0,3,0,0
2334,67,0,1,0,0,3,-1.0,1,0,0
2335,33,0,1,1,0,0,0.0,1,0,0
2338,52,0,0,0,0,0,-1.0,1,0,0
2339,45,0,0,0,0,17,-1.0,7,1,1
2340,27,0,0,1,0,8,-1.0,7,1,1
2341,22,0,1,2,0,1,-1.0,9,0,0
2343,40,1,1,1,0,0,-1.0,1,1,1
2344,30,1,1,1,0,1,0.0,8,1,1
2345,42,0,0,1,0,1,-1.0,1,0,0
2346,24,0,0,2,0,2,0.0,3,1,1
2347,46,0,1,0,0,4,-5.0,2,0,0
2348,38,0,0,1,0,4,0.0,3,0,0
2350,32,1,1,1,1,0,-1.0,3,1,1
2351,26,1,1,1,0,0,-1.0,5,0,0
2352,54,1,1,0,0,1,-1.0,1,1,1
2353,27,0,1,1,0,2,-10.0,3,0,0
2354,61,0,1,0,0,1,0.0,4,0,0
2355,51,1,0,0,0,1,-1.0,4,1,1
2356,57,0,1,0,0,0,0.0,1,0,0
2357,24,1,1,2,0,3,-1.0,5,1,1
2358,34,0,0,1,0,1,-1.0,1,0,0
2359,27,0,1,1,0,1,-1.0,2,0,0
2360,28,1,0,1,1,10,15.0,7,1,1
2361,35,1,0,1,0,10,0.0,8,1,1
2362,30,0,0,1,0,6,0.0,6,1,1
2364,44,0,0,1,0,0,-1.0,1,0,0
2366,61,0,1,0,0,10,-1.0,6,0,0
2367,26,0,0,1,0,1,-1.0,9,1,1
2368,48,0,0,0,0,10,-1.0,7,1,1
2369,42,1,0,1,0,4,0.0,1,0,0
2370,38,0,1,1,0,10,-1.0,8,1,1
2372,53,1,1,0,1,0,-1.0,1,0,0
2373,26,1,0,1,0,3,-1.0,10,1,0
2374,22,0,0,2,0,1,-1.0,7,1,1
2375,50,0,1,0,0,0,-1.0,7,0,0
2376,44,1,1,1,0,16,-1.0,7,0,0
2377,24,0,0,2,0,4,-1.0,6,1,1
2378,21,0,0,2,0,0,-1.0,7,1,1
2379,50,0,1,0,0,0,0.0,1,0,0
2380,36,1,1,1,1,0,0.0,1,0,0
2381,39,0,1,1,0,0,-1.0,3,0,0
2383,54,0,0,0,1,7,-1.0,6,0,0
2384,29,1,0,1,0,0,0.0,2,0,0
2385,26,1,1,1,0,0,-1.0,6,0,0
2386,41,0,0,1,0,3,-1.0,4,1,1
2387,23,0,0,2,0,1,-1.0,6,1,1
2388,34,1,1,1,0,0,-1.0,1,0,0
2389,31,0,1,1,0,11,0.0,7,1,1
2390,20,0,0,2,0,0,-1.0,3,0,0
2391,49,0,0,0,0,10,-1.0,6,1,1
2392,26,0,0,1,0,4,0.0,8,1,1
2393,28,0,0,1,0,1,-1.0,4,1,1
2394,26,0,0,1,0,0,-1.0,2,0,0
2395,55,0,0,0,0,1,-1.0,4,0,0
2396,22,1,0,2,0,0,-1.0,9,0,0
2397,26,1,0,1,1,0,-1.0,4,0,0
2398,56,1,0,0,0,0,0.0,1,0,0
2400,46,0,0,0,0,2,-1.0,3,0,0
2401,58,0,0,0,0,16,-1.0,6,1,1
2402,28,0,0,1,0,4,-1.0,7,0,0
2403,33,0,0,1,0,8,-1.0,6,1,0
2404,31,1,0,1,1,0,-1.0,2,0,0
2405,26,1,0,1,0,1,0.0,5,0,0
2408,34,1,1,1,0,0,-1.0,1,0,0
2409,33,0,0,1,0,0,-1.0,1,0,0
2410,32,0,0,1,1,0,-1.0,2,0,0
2411,37,0,0,1,0,9,0.0,6,1,1
2412,50,0,0,0,0,1,-22.0,5,0,0
2413,35,0,1,1,0,1,-1.0,2,0,0
2414,47,1,1,0,1,0,-6.0,3,1,1
2415,52,0,0,0,1,8,-1.0,9,0,0
2416,26,0,0,1,0,5,-1.0,7,1,1
2418,45,0,0,0,0,13,-1.0,1,1,1
2419,19,1,0,2,0,0,-1.0,9,1,1
2420,41,0,0,1,0,8,-1.0,2,1,1
2421,24,1,0,2,0,0,0.0,2,0,0
2422,21,0,0,2,0,1,-1.0,9,1,0
2423,54,1,1,0,0,0,-1.0,1,0,0
2424,49,0,1,0,0,0,-1.0,1,0,0
2425,42,0,1,1,0,1,0.0,2,0,0
2426,21,0,0,2,0,1,0.0,4,1,1
2428,46,0,1,0,0,5,0.0,8,1,1
2429,74,1,1,0,0,0,0.0,1,0,0
2430,38,0,1,1,1,0,0.0,1,0,0
2432,39,0,0,1,1,1,-1.0,1,0,0
2433,38,0,0,1,1,0,-1.0,1,0,0
2434,19,0,0,2,0,1,-1.0,7,1,1
2435,28,0,1,1,0,0,-1.0,2,1,1
2437,25,0,0,1,0,1,-1.0,6,1,1
2438,53,1,1,0,0,1,-1.0,1,0,0
2440,23,0,0,2,0,2,-1.0,9,0,0
2441,55,0,1,0,0,33,-1.0,9,1,1
2442,64,0,1,0,1,1,-1.0,1,0,0
2443,23,1,0,2,0,1,-1.0,7,1,1
2445,23,0,0,2,0,4,-1.0,8,1,1
2446,41,0,1,1,1,0,0.0,1,0,0
2447,53,1,0,0,0,0,0.0,1,0,0
2448,34,0,0,1,0,0,-1.0,1,0,0
2449,24,0,1,2,0,0,-1.0,1,1,1
2450,26,1,0,1,0,1,-1.0,1,0,0
2451,44,0,1,1,0,4,-1.0,2,0,0
2452,27,0,1,1,1,0,0.0,2,0,0
2453,28,0,1,1,0,14,-1.0,9,0,0
2454,55,1,1,0,0,1,-1.0,1,0,0
2456,36,0,0,1,0,15,-1.0,5,0,0
2458,23,0,0,2,0,1,-1.0,4,0,0
2459,56,1,0,0,0,1,0.0,1,0,0
2460,27,0,1,1,0,2,-1.0,6,1,1
2461,37,1,1,1,0,1,-1.0,6,0,0
2462,32,0,0,1,0,1,-1.0,8,1,1
2463,41,1,0,1,0,18,-1.0,10,1,1
2464,22,0,0,2,0,1,-1.0,6,1,1
2465,37,0,1,1,0,1,-1.0,2,1,1
2466,45,1,0,0,0,3,0.0,2,0,0
2467,31,0,0,1,1,14,-1.0,8,0,0
2468,42,0,0,1,0,7,-1.0,5,1,1
2469,26,0,0,1,0,20,-1.0,9,1,1
2470,33,0,1,1,0,0,0.0,9,1,1
2471,22,1,1,2,0,0,0.0,2,1,1
2473,36,1,0,1,1,1,0.0,1,0,0
2474,54,1,1,0,0,0,0.0,1,0,0
2475,25,0,0,1,0,5,-1.0,9,1,1
2476,24,0,1,2,0,3,-1.0,5,1,1
2477,23,1,1,2,0,0,-1.0,7,0,0
2478,61,1,1,0,0,0,0.0,1,0,0
2479,42,1,1,1,1,0,-1.0,1,0,0
2480,28,1,1,1,0,1,0.0,2,1,1
2481,27,1,0,1,0,1,-1.0,5,0,0
2482,24,1,1,2,0,2,-18.0,3,0,0
2484,32,0,0,1,0,16,-1.0,10,1,1
2485,38,0,1,1,0,0,-7.0,1,0,0
2486,21,1,1,2,0,1,-1.0,3,1,0
2487,27,0,0,1,0,1,-1.0,7,1,1
2488,39,0,1,1,0,0,-1.0,4,0,0
2489,29,0,1,1,0,0,-1.0,1,0,0
2490,29,0,1,1,0,1,-2.0,3,0,0
2492,36,0,1,1,0,1,23.0,4,1,1
2493,46,0,0,0,0,0,0.0,7,1,1
2494,44,0,0,1,0,7,-1.0,6,1,0
2495,27,1,0,1,0,0,-1.0,2,0,0
2496,27,0,0,1,0,8,-1.0,7,1,1
2497,61,1,1,0,0,0,0.0,1,0,0
2498,47,1,0,0,0,0,-1.0,1,1,1
2499,27,1,0,1,0,1,-1.0,1,0,0
2500,28,0,1,1,0,0,-1.0,2,1,1
2501,31,1,1,1,1,1,-1.0,5,1,1
2502,26,1,1,1,0,9,0.0,4,1,1
2503,53,0,0,0,0,2,-1.0,2,1,1
2504,26,0,0,1,0,1,-1.0,5,1,1
2505,25,0,0,1,0,2,-23.0,4,0,0
2506,23,1,0,2,0,5,-1.0,10,1,1
2507,21,1,0,2,1,4,-1.0,8,1,1
2508,23,1,0,2,0,1,0.0,4,0,0
2509,30,1,0,1,0,3,-1.0,1,0,0
2510,45,0,0,0,1,2,-1.0,3,0,0
2511,27,1,0,1,0,2,-1.0,5,1,1
2514,26,1,0,1,1,0,-1.0,2,0,0
2515,21,0,1,2,0,0,-1.0,8,1,1
2517,62,1,1,0,1,0,-1.0,1,0,0
2518,48,0,1,0,0,0,-1.0,3,0,0
2519,53,1,0,0,0,1,-1.0,1,0,0
2520,62,1,0,0,0,3,-1.0,3,1,1
2521,28,0,0,1,0,5,-1.0,10,0,0
2522,56,0,1,0,0,1,0.0,2,0,0
2523,35,0,1,1,0,2,-8.0,1,0,0
2524,56,1,1,0,1,2,-1.0,1,1,1
2525,22,0,0,2,0,2,-1.0,7,1,1
2526,26,0,0,1,0,5,-1.0,8,1,1
2527,35,1,0,1,0,4,0.0,5,0,0
2528,22,0,0,2,0,1,-1.0,3,1,1
2530,37,0,0,1,1,7,-1.0,3,0,0
2531,32,0,0,1,1,0,0.0,2,0,0
2532,33,0,0,1,1,3,-1.0,6,1,1
2533,38,0,0,1,0,2,0.0,3,1,1
2534,53,1,1,0,0,0,-1.0,1,0,0
2535,32,1,1,1,0,0,-1.0,1,0,0
2536,26,1,1,1,0,0,-1.0,2,0,0
2537,61,1,1,0,0,0,-1.0,1,0,0
2538,21,1,0,2,0,0,-1.0,10,0,0
2539,69,1,0,0,0,22,-1.0,5,0,0
2540,26,1,0,1,0,0,0.0,4,0,0
2541,30,0,0,1,0,9,-1.0,10,1,1
2542,21,0,1,2,0,1,-5.0,4,0,0
2543,41,1,1,1,0,0,0.0,2,0,0
2544,45,0,0,0,0,0,-1.0,6,1,1
2545,31,0,0,1,0,10,-1.0,5,1,1
2546,22,0,1,2,0,0,-2.0,3,0,0
2547,54,0,1,0,1,0,0.0,3,1,1
2548,50,1,1,0,0,2,-1.0,1,1,1
2550,37,0,0,1,0,11,-1.0,3,0,0
2551,21,0,0,2,1,0,-1.0,8,1,1
2552,23,1,1,2,0,6,-1.0,7,1,1
2553,30,0,1,1,0,0,-1.0,3,1,1
2555,30,0,0,1,0,11,-1.0,8,1,1
2556,26,1,1,1,0,5,0.0,4,0,0
2558,59,1,0,0,1,0,-1.0,2,0,0
2559,29,0,0,1,0,13,-1.0,8,1,1
2560,67,0,1,0,0,0,-3.0,1,0,0
2561,30,0,1,1,0,13,-2.0,8,1,1
2562,25,1,0,1,0,5,-1.0,5,1,1
2563,45,0,1,0,0,8,-1.0,6,0,0
2565,22,0,0,2,0,0,0.0,3,1,0
2566,41,0,0,1,0,8,0.0,1,1,1
2567,46,0,0,0,0,3,-1.0,5,1,1
2568,27,1,0,1,0,0,-1.0,5,0,0
2569,37,0,0,1,1,13,-1.0,6,1,0
2570,22,0,0,2,0,0,-1.0,3,1,1
2571,19,0,0,2,0,0,-1.0,4,1,1
